検査日,2018/11/01
開始時刻,7:56:37,終了時刻,9:00:58
IDNo.,8
製品名,マツオ食品　新名水２００ｇ
コード,710545
検査レベル,普通
材質,表刷り
特徴,
印刷面,
周長,
基準方向,
タイミング,
自動印刷,
ロットNo.,__A
検査幅[mm],1068.5
検査開始位置[mm],132.3,検査終了位置[mm],1200.8
列数,2
周長[mm],540.0,2逓倍,0
検査距離[m],4428.3
照明設定,No.1,ON ,65,No.2,OFF,0,No.3,ON ,28
検査レベル,点比較,色差,15,サイズ[mmsq.],1.30
,面比較,色差,22,サイズ[mmsq.],1.30
,スジ検出,色差,40,サイズ[mmsq.],2.60
印刷面,表刷り
Ref画像更新モード,ﾌﾚｰﾑ毎更新
タイミング設定,見当誤差検出設定 変更
欠点検出数,174
No.,周期内欠点数,X[mm],Y[m],サイズ[mmsq.],ランク,判定,欠点種別,ラベル
22,5,884.5,3996.9, 2.9,重欠点,-,,
23,5,884.5,3997.3, 5.1,重欠点,-,,
24,5,884.5,3997.7, 5.2,重欠点,-,,
25,5,905.8,3998.1, 5.5,重欠点,-,,
26,5,863.1,3998.5, 6.4,重欠点,-,,
27,5,863.1,3998.9, 7.4,重欠点,-,,
28,5,455.6,3999.3, 4.3,重欠点,-,,
29,5,863.1,3999.7, 8.0,重欠点,-,,
30,5,863.1,4000.0, 7.3,重欠点,-,,
31,5,873.8,4000.4, 7.9,重欠点,-,,
32,5,863.1,4000.8, 4.4,重欠点,-,,
33,5,863.1,4001.2, 6.5,重欠点,-,,
34,5,863.1,4001.6, 9.5,重欠点,-,,
35,5,863.1,4002.0, 5.1,重欠点,-,,
36,1,735.2,4217.0, 1.1,軽欠点,-,,
37,4,745.8,4217.3, 1.0,軽欠点,-,,
38,3,476.9,4217.8, 1.0,軽欠点,-,,
39,1,551.5,4218.8, 0.9,軽欠点,-,,
40,4,799.1,4219.4, 0.9,軽欠点,-,,
41,3,540.9,4219.8, 1.1,軽欠点,-,,
42,2,562.2,4220.3, 1.1,軽欠点,-,,
43,4,487.6,4220.8, 1.0,軽欠点,-,,
44,1,594.2,4221.8, 0.9,軽欠点,-,,
45,1,572.9,4222.3, 1.2,軽欠点,-,,
46,5,799.1,4222.5, 0.9,軽欠点,-,,
47,2,562.2,4223.1, 0.9,軽欠点,-,,
48,3,703.2,4223.7, 0.9,軽欠点,-,,
49,4,820.5,4224.2, 1.1,軽欠点,-,,
50,2,735.2,4224.8, 1.0,軽欠点,-,,
51,1,583.5,4225.6, 1.0,軽欠点,-,,
52,4,863.1,4225.7, 1.1,軽欠点,-,,
53,5,647.5,4226.5, 1.1,軽欠点,-,,
54,5,583.5,4226.8, 1.3,軽欠点,-,,
55,5,551.5,4227.3, 1.1,軽欠点,-,,
56,2,788.5,4227.9, 0.9,軽欠点,-,,
57,5,508.9,4228.5, 1.4,軽欠点,-,,
58,2,508.9,4229.0, 1.3,軽欠点,-,,
59,1,476.9,4229.4, 0.9,軽欠点,-,,
60,5,658.2,4230.2, 0.9,軽欠点,-,,
61,4,668.8,4230.6, 0.9,軽欠点,-,,
62,4,519.5,4231.1, 1.0,軽欠点,-,,
63,3,572.9,4231.6, 0.9,軽欠点,-,,
64,5,508.9,4232.3, 1.0,軽欠点,-,,
65,1,831.1,4232.9, 1.2,軽欠点,-,,
66,5,551.5,4233.2, 1.3,軽欠点,-,,
67,5,583.5,4233.8, 1.3,軽欠点,-,,
68,5,615.5,4234.3, 1.1,軽欠点,-,,
69,5,583.5,4234.8, 1.2,軽欠点,-,,
70,5,476.9,4235.4, 1.1,軽欠点,-,,
71,5,572.9,4235.9, 1.1,軽欠点,-,,
72,3,476.9,4236.5, 1.2,軽欠点,-,,
73,3,476.9,4237.0, 1.3,軽欠点,-,,
74,1,519.5,4238.0, 1.0,軽欠点,-,,
75,3,572.9,4238.2, 1.0,軽欠点,-,,
76,5,604.9,4238.7, 0.9,軽欠点,-,,
77,2,841.8,4239.4, 1.3,軽欠点,-,,
78,4,530.2,4240.2, 1.2,軽欠点,-,,
79,1,788.5,4241.2, 1.0,軽欠点,-,,
80,5,530.2,4241.4, 1.5,軽欠点,-,,
81,3,466.2,4241.9, 0.9,軽欠点,-,,
82,4,572.9,4242.6, 1.0,軽欠点,-,,
83,1,551.5,4243.4, 0.9,軽欠点,-,,
84,1,572.9,4244.0, 1.0,軽欠点,-,,
85,3,466.2,4245.1, 0.9,軽欠点,-,,
86,1,540.9,4245.9, 0.9,軽欠点,-,,
87,5,594.2,4246.3, 0.9,軽欠点,-,,
88,2,626.2,4246.7, 1.3,軽欠点,-,,
89,1,466.2,4247.7, 1.0,軽欠点,-,,
90,4,476.9,4247.9, 1.1,軽欠点,-,,
91,4,615.5,4248.3, 1.0,軽欠点,-,,
92,2,594.2,4249.1, 1.0,軽欠点,-,,
93,2,724.5,4249.5, 0.9,軽欠点,-,,
94,1,487.6,4250.1, 1.2,軽欠点,-,,
95,1,604.9,4250.5, 0.9,軽欠点,-,,
96,1,562.2,4251.2, 1.0,軽欠点,-,,
97,2,572.9,4251.8, 0.9,軽欠点,-,,
98,2,530.2,4252.5, 1.4,軽欠点,-,,
99,2,735.2,4252.9, 0.9,軽欠点,-,,
100,5,767.1,4253.2, 0.9,軽欠点,-,,
101,3,703.2,4253.7, 1.3,軽欠点,-,,
102,1,551.5,4254.4, 1.1,軽欠点,-,,
103,2,873.8,4254.9, 1.1,軽欠点,-,,
104,2,487.6,4255.5, 1.0,軽欠点,-,,
105,2,551.5,4256.1, 0.9,軽欠点,-,,
106,3,604.9,4256.7, 1.2,軽欠点,-,,
107,5,540.9,4258.1, 1.2,軽欠点,-,,
108,1,572.9,4258.7, 1.3,軽欠点,-,,
109,5,594.2,4259.1, 1.0,軽欠点,-,,
110,5,647.5,4259.6, 1.1,軽欠点,-,,
111,5,703.2,4260.2, 0.9,軽欠点,-,,
112,5,767.1,4261.8, 1.0,軽欠点,-,,
113,5,668.8,4262.4, 1.0,軽欠点,-,,
114,2,594.2,4263.2, 0.9,軽欠点,-,,
115,5,455.6,4263.5, 1.4,軽欠点,-,,
116,5,713.8,4264.0, 0.9,軽欠点,-,,
117,1,562.2,4264.5, 0.9,軽欠点,-,,
118,2,540.9,4265.1, 0.9,軽欠点,-,,
119,2,615.5,4266.0, 1.0,軽欠点,-,,
120,5,487.6,4266.1, 1.4,軽欠点,-,,
121,5,487.6,4266.6, 1.5,軽欠点,-,,
122,4,519.5,4267.2, 0.9,軽欠点,-,,
123,3,604.9,4267.8, 0.9,軽欠点,-,,
124,5,487.6,4268.8, 0.9,軽欠点,-,,
125,5,498.2,4269.4, 1.0,軽欠点,-,,
126,5,476.9,4269.9, 1.0,軽欠点,-,,
127,5,713.8,4270.5, 1.0,軽欠点,-,,
128,2,703.2,4271.2, 0.9,軽欠点,-,,
129,1,713.8,4271.8, 0.9,軽欠点,-,,
130,1,713.8,4272.9, 0.9,軽欠点,-,,
131,1,713.8,4273.5, 0.9,軽欠点,-,,
132,4,583.5,4273.8, 1.2,軽欠点,-,,
133,1,594.2,4274.4, 1.0,軽欠点,-,,
134,2,604.9,4275.2, 0.9,軽欠点,-,,
135,1,487.6,4276.0, 1.0,軽欠点,-,,
136,1,583.5,4276.4, 0.9,軽欠点,-,,
137,3,767.1,4277.7, 0.9,軽欠点,-,,
138,2,594.2,4278.0, 1.2,軽欠点,-,,
139,5,572.9,4278.6, 1.2,軽欠点,-,,
140,3,626.2,4279.1, 1.5,軽欠点,-,,
141,4,530.2,4279.6, 1.4,軽欠点,-,,
142,4,412.9,4280.1, 0.9,軽欠点,-,,
143,1,572.9,4280.7, 1.0,軽欠点,-,,
144,5,647.5,4281.2, 1.2,軽欠点,-,,
145,5,444.9,4281.7, 1.0,軽欠点,-,,
146,3,551.5,4282.4, 0.9,軽欠点,-,,
147,5,583.5,4282.8, 1.6,軽欠点,-,,
148,4,530.2,4283.3, 0.9,軽欠点,-,,
149,5,703.2,4284.7, 0.9,軽欠点,-,,
150,2,562.2,4285.4, 1.0,軽欠点,-,,
151,5,562.2,4285.6, 0.9,軽欠点,-,,
152,5,530.2,4286.1, 1.0,軽欠点,-,,
153,5,562.2,4286.6, 0.9,軽欠点,-,,
154,1,647.5,4287.2, 1.0,軽欠点,-,,
155,2,735.2,4287.9, 1.0,軽欠点,-,,
156,2,809.8,4288.3, 1.0,軽欠点,-,,
157,1,444.9,4289.1, 1.2,軽欠点,-,,
158,1,466.2,4289.3, 1.1,軽欠点,-,,
159,1,167.6,4388.9, 6.0,重欠点,-,,
160,5,703.2,4388.9,15.7,重欠点,-,,
161,5,703.2,4389.5,15.8,重欠点,-,,
162,5,703.2,4390.0,15.8,重欠点,-,,
163,5,703.2,4390.5,15.8,重欠点,-,,
164,5,316.9,4391.1, 2.4,重欠点,-,,
165,5,316.9,4391.6, 2.6,重欠点,-,,
166,5,316.9,4392.1, 3.5,重欠点,-,,
167,5,895.1,4392.7, 6.1,重欠点,-,,
168,5,316.9,4393.2, 3.2,重欠点,-,,
169,5,348.9,4393.8, 3.4,重欠点,-,,
170,5,348.9,4394.3, 3.5,重欠点,-,,
171,1,434.2,4404.5, 1.2,軽欠点,-,,
172,2,316.9,4405.4, 1.7,中欠点,-,,
173,5,348.9,4405.6, 3.1,重欠点,-,,
174,5,316.9,4406.2, 3.5,重欠点,-,,
見当誤差件数,2
No.,ユニット,発生［m],終了［m],距離［m]
1,1, 4054.6, 4071.7,   17.1
2,2, 4051.3, 4064.0,   12.7
日付,時刻,Y[m],操作,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,パラメータ6,パラメータ7,パラメータ8
2018/11/01,8:23:44, 4002.0,検査中断,
2018/11/01,8:25:20, 4044.8,検査範囲 変更,46.9,1301.0,540.0,0,2
2018/11/01,8:59:05, 4187.4,検査範囲 変更,46.9,1301.0,540.0,0,2
2018/11/01,8:59:17, 4210.6,検査範囲 変更,132.3,1200.8,540.0,0,2
2018/11/01,8:59:19, 4216.0,検査開始,
2018/11/01,8:59:57, 4290.9,検査中断,
2018/11/01,9:00:46, 4388.4,検査開始,
