検査日,2018/09/07
開始時刻,15:45:57,終了時刻,16:27:34
IDNo.,8
製品名,マツオ食品　新名水２００ｇ
コード,710545
検査レベル,普通
材質,表刷り
特徴,
印刷面,
周長,
基準方向,
タイミング,
自動印刷,
ロットNo.,__A
検査幅[mm],828.6
検査開始位置[mm],255.9,検査終了位置[mm],1084.5
列数,2
周長[mm],480.0,2逓倍,0
検査距離[m],4293.0
照明設定,No.1,ON ,60,No.2,OFF,0,No.3,ON ,30
検査レベル,点比較,色差,19,サイズ[mmsq.],1.50
,面比較,色差,26,サイズ[mmsq.],1.50
,スジ検出,色差,45,サイズ[mmsq.],4.00
印刷面,表刷り
Ref画像更新モード,ﾌﾚｰﾑ毎更新
タイミング設定,見当誤差検出設定 変更
欠点検出数,80
No.,周期内欠点数,X[mm],Y[m],サイズ[mmsq.],ランク,判定,欠点種別,ラベル
41,1,873.8,3811.1, 1.5,軽欠点,-,,
42,1,841.8,3822.6, 1.6,軽欠点,-,,
43,1,503.5,3939.6, 1.3,軽欠点,-,,
44,1,503.5,3940.1, 1.4,軽欠点,-,,
45,1,503.5,3940.6, 1.8,中欠点,-,,
46,2,503.5,3941.0, 2.2,重欠点,-,,
47,5,439.6,3994.3, 1.6,軽欠点,-,,
48,5,354.3,3994.6, 5.1,重欠点,-,,
49,5,343.6,3995.1, 8.9,重欠点,-,,
50,5,450.2,3995.6,12.2,重欠点,-,,
51,5,450.2,3996.0, 3.9,重欠点,-,,
52,5,482.2,3996.5, 5.0,重欠点,-,,
53,5,450.2,3996.9, 6.2,重欠点,-,,
54,5,450.2,3997.4, 3.8,重欠点,-,,
55,5,300.9,3997.9, 6.2,重欠点,-,,
56,5,471.6,3998.3, 7.0,重欠点,-,,
57,5,332.9,3998.8, 9.6,重欠点,-,,
58,5,332.9,3999.3,13.8,重欠点,-,,
59,5,460.9,3999.7, 3.9,重欠点,-,,
60,5,460.9,4000.2, 3.9,重欠点,-,,
61,5,460.9,4000.7, 3.9,重欠点,-,,
62,5,396.9,4001.2, 7.4,重欠点,-,,
63,5,514.2,4001.6, 6.8,重欠点,-,,
64,5,407.6,4002.1, 9.9,重欠点,-,,
65,5,407.6,4002.6,11.6,重欠点,-,,
66,5,407.6,4003.0,11.7,重欠点,-,,
67,5,407.6,4003.5, 7.1,重欠点,-,,
68,5,407.6,4004.0,11.4,重欠点,-,,
69,5,332.9,4004.5,11.6,重欠点,-,,
70,5,745.8,4005.0,11.9,重欠点,-,,
71,5,745.8,4005.4,11.8,重欠点,-,,
72,5,332.9,4005.9, 2.8,重欠点,-,,
73,5,332.9,4006.4, 8.7,重欠点,-,,
74,5,820.5,4006.9, 3.6,重欠点,-,,
75,5,820.5,4007.4,10.3,重欠点,-,,
76,5,820.5,4007.9, 3.7,重欠点,-,,
77,5,407.6,4008.3, 7.6,重欠点,-,,
78,5,396.9,4008.8, 8.7,重欠点,-,,
79,5,820.5,4009.3, 9.9,重欠点,-,,
80,1,610.2,4268.8, 1.4,軽欠点,-,,
見当誤差件数,2
No.,ユニット,発生［m],終了［m],距離［m]
1,1, 4060.6, 4074.3,   13.7
2,1, 4328.2, 4329.4,    1.2
日付,時刻,Y[m],操作,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,パラメータ6,パラメータ7,パラメータ8
2018/09/07,15:45:57,    0.3,検査開始,
2018/09/07,16:06:04, 4010.2,検査中断,
2018/09/07,16:27:14, 4257.3,検査開始,
