検査日,2019/03/13
開始時刻,13:42:43,終了時刻,14:05:12
IDNo.,8
製品名,マツオ食品　新名水２００ｇ
コード,710545
検査レベル,普通
材質,表刷り
特徴,
印刷面,
周長,
基準方向,
タイミング,
自動印刷,
ロットNo.,__A
検査幅[mm],874.5
検査開始位置[mm],238.8,検査終了位置[mm],1113.3
列数,2
周長[mm],600.0,2逓倍,0
検査距離[m],4027.9
照明設定,No.1,ON ,55,No.2,OFF,0,No.3,ON ,28
検査レベル,点比較,色差,19,サイズ[mmsq.],1.50
,面比較,色差,26,サイズ[mmsq.],1.50
,スジ検出,色差,45,サイズ[mmsq.],4.00
印刷面,表刷り
Ref画像更新モード,ﾌﾚｰﾑ毎更新
タイミング設定,内部
欠点検出数,95
No.,周期内欠点数,X[mm],Y[m],サイズ[mmsq.],ランク,判定,欠点種別,ラベル
23,5,745.8,56.2, 2.1,重欠点,-,,
24,5,756.5,56.8, 3.1,重欠点,-,,
25,5,777.8,57.4, 1.2,軽欠点,-,,
26,5,767.1,58.0, 3.2,重欠点,-,,
27,5,745.8,58.6, 2.7,重欠点,-,,
28,5,756.5,59.2, 3.4,重欠点,-,,
29,5,327.6,59.8, 1.2,軽欠点,-,,
30,5,756.5,60.4, 3.7,重欠点,-,,
31,5,756.5,61.0, 2.9,重欠点,-,,
32,5,756.5,61.6, 3.4,重欠点,-,,
33,5,348.9,62.2, 1.5,中欠点,-,,
34,5,745.8,62.7, 4.0,重欠点,-,,
35,5,756.5,63.3, 5.5,重欠点,-,,
36,5,745.8,63.9, 5.0,重欠点,-,,
37,5,788.5,64.5, 3.4,重欠点,-,,
38,5,745.8,65.1, 3.1,重欠点,-,,
39,5,745.8,65.7, 4.4,重欠点,-,,
40,5,777.8,66.3, 3.7,重欠点,-,,
41,5,767.1,66.9, 3.3,重欠点,-,,
42,5,756.5,67.5, 2.6,重欠点,-,,
43,5,756.5,68.1, 2.7,重欠点,-,,
44,5,745.8,68.7, 3.1,重欠点,-,,
45,5,756.5,69.3, 2.4,重欠点,-,,
46,5,745.8,69.9, 4.1,重欠点,-,,
47,5,767.1,70.5, 3.1,重欠点,-,,
48,5,745.8,71.1, 3.6,重欠点,-,,
49,5,745.8,71.7, 2.6,重欠点,-,,
50,5,745.8,72.3, 1.6,中欠点,-,,
51,5,788.5,72.9, 4.8,重欠点,-,,
52,5,767.1,73.5, 6.5,重欠点,-,,
53,5,306.3,74.1, 2.0,中欠点,-,,
54,5,745.8,74.7, 3.1,重欠点,-,,
55,5,788.5,75.3, 4.8,重欠点,-,,
56,5,745.8,75.9, 3.6,重欠点,-,,
57,5,905.8,76.5, 1.5,中欠点,-,,
58,5,745.8,77.1, 2.4,重欠点,-,,
59,5,767.1,77.7, 2.3,重欠点,-,,
60,5,745.8,78.3, 2.8,重欠点,-,,
61,5,306.3,78.9, 1.7,中欠点,-,,
62,5,756.5,79.5, 4.1,重欠点,-,,
63,5,745.8,80.1, 3.1,重欠点,-,,
64,5,316.9,80.7, 2.9,重欠点,-,,
65,5,745.8,81.3, 2.0,中欠点,-,,
66,5,756.5,81.9, 3.5,重欠点,-,,
67,5,777.8,82.5, 2.4,重欠点,-,,
68,5,756.5,83.1, 3.9,重欠点,-,,
69,2,476.9,84.4, 1.4,軽欠点,-,,
70,5,508.9,87.4, 1.2,軽欠点,-,,
71,5,756.5,87.9, 2.0,重欠点,-,,
72,1,1055.1,255.3, 2.5,軽欠点,-,,
73,5,745.8,255.6, 3.3,重欠点,-,,
74,5,735.2,256.1, 2.5,重欠点,-,,
75,5,735.2,256.7, 2.4,重欠点,-,,
76,2,788.5,296.4, 2.1,中欠点,-,,
77,5,863.1,296.8, 2.7,中欠点,-,,
78,5,884.5,297.4, 3.5,重欠点,-,,
79,5,873.8,298.0, 4.9,重欠点,-,,
80,2,636.9,588.8, 1.9,中欠点,-,,
81,5,423.6,588.9, 2.2,中欠点,-,,
82,5,508.9,589.5, 3.4,重欠点,-,,
83,5,455.6,590.1, 3.5,重欠点,-,,
84,1,1055.1,601.8, 1.2,軽欠点,-,,
85,5,863.1,602.0, 1.2,軽欠点,-,,
86,5,863.1,602.6, 2.6,重欠点,-,,
87,5,863.1,603.2, 4.3,重欠点,-,,
88,5,735.2,3999.2, 2.0,軽欠点,-,,
89,5,735.2,3999.6, 1.5,軽欠点,-,,
90,5,735.2,4000.2, 1.9,中欠点,-,,
91,5,735.2,4000.8, 2.1,重欠点,-,,
92,5,1108.4,4002.7, 8.9,重欠点,-,,
93,5,841.8,4003.2, 3.1,軽欠点,-,,
94,5,1108.4,4003.8,10.1,重欠点,-,,
95,5,306.3,4004.4, 1.1,軽欠点,-,,
見当誤差件数,0
日付,時刻,Y[m],操作,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,パラメータ6,パラメータ7,パラメータ8
2019/03/13,13:42:43,    0.2,検査開始,
2019/03/13,14:05:09, 4012.2,検査中断,
