検査日,2018/10/06
開始時刻,13:45:39,終了時刻,14:45:11
IDNo.,8
製品名,マツオ食品　新名水２００ｇ
コード,710545
検査レベル,普通
材質,表刷り
特徴,
印刷面,
周長,
基準方向,
タイミング,
自動印刷,
ロットNo.,__A
検査幅[mm],1104.8
検査開始位置[mm],122.6,検査終了位置[mm],1227.4
列数,3
周長[mm],460.0,2逓倍,0
検査距離[m],4417.7
照明設定,No.1,ON ,65,No.2,OFF,0,No.3,ON ,28
検査レベル,点比較,色差,19,サイズ[mmsq.],1.50
,面比較,色差,26,サイズ[mmsq.],1.50
,スジ検出,色差,45,サイズ[mmsq.],4.00
印刷面,表刷り
Ref画像更新モード,ﾌﾚｰﾑ毎更新
タイミング設定,見当誤差検出設定 変更
欠点検出数,156
No.,周期内欠点数,X[mm],Y[m],サイズ[mmsq.],ランク,判定,欠点種別,ラベル
22,4,391.6,1476.3,34.3,スジ欠点,-,,
23,5,370.2,1476.6,37.8,スジ欠点,-,,
24,5,391.6,1477.0,74.4,スジ欠点,-,,
25,1,402.2,1477.8,17.6,スジ欠点,-,,
26,2,391.6,1478.2,22.9,スジ欠点,-,,
27,1,380.9,1478.4, 7.9,スジ欠点,-,,
28,1,391.6,1479.6, 8.4,スジ欠点,-,,
29,1,402.2,1480.0,16.3,スジ欠点,-,,
30,3,391.6,1480.3,10.1,スジ欠点,-,,
31,2,402.2,1488.3,27.3,スジ欠点,-,,
32,3,391.6,1503.4,54.1,スジ欠点,-,,
33,3,370.2,1503.7, 9.7,スジ欠点,-,,
34,5,391.6,1504.1,75.2,スジ欠点,-,,
35,5,391.6,1504.5,51.5,スジ欠点,-,,
36,1,402.2,1505.0,11.4,スジ欠点,-,,
37,2,391.6,1505.5,11.4,スジ欠点,-,,
38,5,380.9,1505.9,25.5,スジ欠点,-,,
39,2,380.9,1506.6,24.2,スジ欠点,-,,
40,5,391.6,1506.9, 7.9,スジ欠点,-,,
41,4,402.2,1507.3,22.0,スジ欠点,-,,
42,5,380.9,1507.7,27.7,スジ欠点,-,,
43,2,370.2,1508.3,18.0,スジ欠点,-,,
44,5,380.9,1508.7,25.5,スジ欠点,-,,
45,1,380.9,1509.4, 9.7,スジ欠点,-,,
46,5,370.2,1509.6,39.2,スジ欠点,-,,
47,2,380.9,1510.0,41.8,スジ欠点,-,,
48,5,380.9,1510.6,18.9,スジ欠点,-,,
49,3,370.2,1511.2,27.7,スジ欠点,-,,
50,1,380.9,1511.7,11.4,スジ欠点,-,,
51,2,380.9,1512.1,18.0,スジ欠点,-,,
52,1,391.6,1513.3, 9.2,スジ欠点,-,,
53,3,391.6,1513.7,21.1,スジ欠点,-,,
54,5,391.6,1514.2,45.8,スジ欠点,-,,
55,5,402.2,1514.6,46.6,スジ欠点,-,,
56,3,402.2,1515.1,20.7,スジ欠点,-,,
57,5,391.6,1515.5,44.0,スジ欠点,-,,
58,5,402.2,1516.0,55.9,スジ欠点,-,,
59,5,391.6,1516.4,74.4,スジ欠点,-,,
60,5,380.9,1516.9,38.7,スジ欠点,-,,
61,5,380.9,1517.4,36.1,スジ欠点,-,,
62,5,380.9,1517.8,72.2,スジ欠点,-,,
63,5,380.9,1518.3,43.6,スジ欠点,-,,
64,5,380.9,1518.7,51.0,スジ欠点,-,,
65,5,380.9,1519.2,56.8,スジ欠点,-,,
66,5,391.6,1519.6,42.7,スジ欠点,-,,
67,5,391.6,1520.2,26.0,スジ欠点,-,,
68,5,391.6,1520.6,34.3,スジ欠点,-,,
69,5,402.2,1521.0,45.8,スジ欠点,-,,
70,3,380.9,1521.5,17.2,スジ欠点,-,,
71,4,391.6,1521.9,37.8,スジ欠点,-,,
72,5,402.2,1522.4,29.9,スジ欠点,-,,
73,4,370.2,1523.6,64.7,スジ欠点,-,,
74,5,370.2,1523.9,22.9,スジ欠点,-,,
75,4,370.2,1524.3,36.1,スジ欠点,-,,
76,4,380.9,1524.7,10.6,スジ欠点,-,,
77,3,380.9,1525.2,30.4,スジ欠点,-,,
78,3,380.9,1525.7,11.4,スジ欠点,-,,
79,2,380.9,1526.1, 8.8,スジ欠点,-,,
80,1,391.6,1526.8, 7.9,スジ欠点,-,,
81,1,391.6,1527.3, 7.9,スジ欠点,-,,
82,2,402.2,1535.8,10.1,スジ欠点,-,,
83,4,391.6,1536.4,33.9,スジ欠点,-,,
84,5,391.6,1536.7,33.9,スジ欠点,-,,
85,1,391.6,1537.1, 9.2,スジ欠点,-,,
86,2,391.6,1538.0, 7.9,スジ欠点,-,,
87,1,391.6,1538.7, 7.9,スジ欠点,-,,
88,3,391.6,1539.0, 7.9,スジ欠点,-,,
89,2,391.6,1539.6,17.2,スジ欠点,-,,
90,1,391.6,1539.8, 9.2,スジ欠点,-,,
91,1,391.6,1542.0, 9.7,スジ欠点,-,,
92,5,380.9,1543.5,30.8,スジ欠点,-,,
93,5,380.9,1544.0,35.2,スジ欠点,-,,
94,5,380.9,1544.4,45.3,スジ欠点,-,,
95,5,391.6,1544.9,39.2,スジ欠点,-,,
96,5,380.9,1545.3,59.4,スジ欠点,-,,
97,2,391.6,1546.1,25.1,スジ欠点,-,,
98,3,391.6,1547.9,27.3,スジ欠点,-,,
99,1,380.9,1549.3, 8.4,スジ欠点,-,,
100,1,391.6,1549.5,11.0,スジ欠点,-,,
101,2,391.6,1550.2,22.0,スジ欠点,-,,
102,4,380.9,1550.4,29.9,スジ欠点,-,,
103,4,402.2,1550.9,29.0,スジ欠点,-,,
104,2,402.2,1551.3, 9.2,スジ欠点,-,,
105,1,402.2,1552.5,14.1,スジ欠点,-,,
106,1,391.6,1552.9,14.1,スジ欠点,-,,
107,1,391.6,1553.8, 7.9,スジ欠点,-,,
108,1,391.6,1560.8,14.1,スジ欠点,-,,
109,4,391.6,1561.0,25.1,スジ欠点,-,,
110,4,391.6,1561.5,21.1,スジ欠点,-,,
111,5,402.2,1561.9,63.4,スジ欠点,-,,
112,2,391.6,1562.3, 9.7,スジ欠点,-,,
113,1,391.6,1563.0,11.9,スジ欠点,-,,
114,2,391.6,1563.5,23.3,スジ欠点,-,,
115,3,391.6,1563.8, 7.9,スジ欠点,-,,
116,1,402.2,1564.4, 9.7,スジ欠点,-,,
117,2,402.2,1564.7, 7.9,スジ欠点,-,,
118,3,402.2,1565.1,18.0,スジ欠点,-,,
119,1,402.2,1565.8, 9.2,スジ欠点,-,,
120,2,391.6,1585.8, 7.9,スジ欠点,-,,
121,1,391.6,1593.3,20.7,スジ欠点,-,,
122,1,370.2,1594.3,13.2,スジ欠点,-,,
123,5,380.9,1594.5,22.9,スジ欠点,-,,
124,1,391.6,1594.9,13.2,スジ欠点,-,,
125,5,370.2,1595.4,31.2,スジ欠点,-,,
126,1,391.6,1595.8, 8.4,スジ欠点,-,,
127,3,380.9,1596.4, 8.4,スジ欠点,-,,
128,3,391.6,1597.0,30.8,スジ欠点,-,,
129,3,370.2,1597.4,31.2,スジ欠点,-,,
130,5,380.9,1597.7,12.3,スジ欠点,-,,
131,5,380.9,1598.2,19.4,スジ欠点,-,,
132,3,370.2,1599.2,43.6,スジ欠点,-,,
133,5,380.9,1599.5,72.2,スジ欠点,-,,
134,2,391.6,1600.0, 7.9,スジ欠点,-,,
135,2,380.9,1600.5, 8.4,スジ欠点,-,,
136,2,391.6,1602.2,18.0,スジ欠点,-,,
137,1,402.2,1603.2, 9.7,スジ欠点,-,,
138,1,370.2,1612.4,12.3,スジ欠点,-,,
139,3,370.2,1616.5,13.2,スジ欠点,-,,
140,1,391.6,1623.2, 8.4,スジ欠点,-,,
141,1,391.6,1627.3, 9.7,スジ欠点,-,,
142,5,380.9,1629.3,60.7,スジ欠点,-,,
143,1,391.6,1631.2, 7.9,スジ欠点,-,,
144,1,380.9,1638.9, 9.2,スジ欠点,-,,
145,2,402.2,1653.0,19.4,スジ欠点,-,,
146,1,380.9,1655.5,11.4,スジ欠点,-,,
147,1,380.9,1657.1,14.5,スジ欠点,-,,
148,2,402.2,1658.2,19.4,スジ欠点,-,,
149,1,756.5,1664.9, 7.9,スジ欠点,-,,
150,1,391.6,1670.5,10.1,スジ欠点,-,,
151,5,391.6,1670.6,50.2,スジ欠点,-,,
152,4,391.6,1678.9,17.6,スジ欠点,-,,
153,1,668.8,3584.3, 1.7,軽欠点,-,,
154,5,370.2,3672.2,10.7,重欠点,-,,
155,1,615.5,3782.8, 3.0,重欠点,-,,
156,1,679.5,3801.0, 1.2,軽欠点,-,,
見当誤差件数,1
No.,ユニット,発生［m],終了［m],距離［m]
1,1, 4048.9, 4054.9,    6.0
日付,時刻,Y[m],操作,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,パラメータ6,パラメータ7,パラメータ8
2018/10/06,13:45:40,    0.2,検査開始,
2018/10/06,14:07:51, 3991.0,検査中断,
2018/10/06,14:45:04, 4382.7,検査開始,
