検査日,2019/02/22
開始時刻,7:56:37,終了時刻,9:21:04
IDNo.,8
製品名,マツオ食品　新名水２００ｇ
コード,710545
検査レベル,普通
材質,表刷り
特徴,
印刷面,
周長,
基準方向,
タイミング,
自動印刷,
ロットNo.,__A
検査幅[mm],1174.1
検査開始位置[mm],86.4,検査終了位置[mm],1260.5
列数,2
周長[mm],640.0,2逓倍,0
検査距離[m],8493.1
照明設定,No.1,ON ,55,No.2,OFF,0,No.3,ON ,28
検査レベル,点比較,色差,19,サイズ[mmsq.],1.50
,面比較,色差,26,サイズ[mmsq.],1.50
,スジ検出,色差,45,サイズ[mmsq.],4.00
印刷面,表刷り
Ref画像更新モード,ﾌﾚｰﾑ毎更新
タイミング設定,内部
欠点検出数,106
No.,周期内欠点数,X[mm],Y[m],サイズ[mmsq.],ランク,判定,欠点種別,ラベル
43,5,884.5,303.2, 3.4,重欠点,-,,
44,5,873.8,303.7, 2.6,重欠点,-,,
45,5,873.8,304.3, 3.0,重欠点,-,,
46,5,344.9,304.8, 2.3,重欠点,-,,
47,5,895.1,305.3, 4.8,重欠点,-,,
48,5,884.5,305.9, 6.8,重欠点,-,,
49,5,895.1,306.4, 3.9,重欠点,-,,
50,5,863.1,307.0, 1.6,中欠点,-,,
51,5,884.5,307.5, 5.4,重欠点,-,,
52,5,884.5,308.0, 6.8,重欠点,-,,
53,5,884.5,308.6, 3.6,重欠点,-,,
54,5,344.9,309.1, 2.4,重欠点,-,,
55,5,344.9,309.7, 3.6,重欠点,-,,
56,2,884.5,311.4, 1.2,軽欠点,-,,
57,2,1225.7,313.7, 2.2,軽欠点,-,,
58,5,863.1,314.0, 3.2,重欠点,-,,
59,5,863.1,314.5, 2.6,重欠点,-,,
60,1,163.6,329.9, 1.5,軽欠点,-,,
61,5,355.6,330.2, 1.7,中欠点,-,,
62,5,526.2,330.7, 2.4,重欠点,-,,
63,5,526.2,331.2, 3.6,重欠点,-,,
64,1,1225.7,342.6, 1.4,軽欠点,-,,
65,5,1215.0,343.2, 4.7,重欠点,-,,
66,5,1215.0,343.7, 6.8,重欠点,-,,
67,5,1215.0,344.2, 7.2,重欠点,-,,
68,1,1225.7,374.9, 1.3,軽欠点,-,,
69,5,1215.0,375.5, 4.4,重欠点,-,,
70,5,1215.0,376.0, 6.1,重欠点,-,,
71,5,1215.0,376.5, 6.4,重欠点,-,,
72,1,1225.7,455.0, 1.8,軽欠点,-,,
73,5,1215.0,455.3, 3.4,重欠点,-,,
74,5,1215.0,455.8, 5.5,重欠点,-,,
75,5,1215.0,456.4, 7.2,重欠点,-,,
76,1,905.8,463.6, 1.4,軽欠点,-,,
77,5,1215.0,463.9, 4.5,重欠点,-,,
78,5,1225.7,464.5, 6.4,重欠点,-,,
79,5,1225.7,465.0, 7.3,重欠点,-,,
80,1,905.8,474.0, 1.6,中欠点,-,,
81,5,1215.0,474.2, 5.5,重欠点,-,,
82,5,1215.0,474.7, 6.5,重欠点,-,,
83,5,1215.0,475.2, 7.2,重欠点,-,,
84,1,1225.7,482.2, 2.1,軽欠点,-,,
85,5,1225.7,482.8, 3.9,重欠点,-,,
86,5,1225.7,483.3, 5.0,重欠点,-,,
87,5,1225.7,483.9, 5.1,重欠点,-,,
88,2,430.2,1507.4,31.7,スジ欠点,-,,
89,4,430.2,1507.4,81.4,スジ欠点,-,,
90,5,344.9,1508.0, 1.4,軽欠点,-,,
91,5,504.9,1508.5, 5.1,重欠点,-,,
92,5,767.1,4658.1, 2.6,中欠点,-,,
93,5,767.1,4658.8, 3.7,重欠点,-,,
94,5,767.1,4659.4, 2.5,重欠点,-,,
95,5,756.5,4660.1, 2.6,重欠点,-,,
96,5,1055.1,4660.7, 2.4,重欠点,-,,
97,5,799.1,4661.3, 3.5,重欠点,-,,
98,5,799.1,4662.0, 2.7,重欠点,-,,
99,5,1183.0,4662.6, 2.4,重欠点,-,,
100,5,1215.0,4663.3, 3.9,重欠点,-,,
101,5,1183.0,4663.9, 3.0,重欠点,-,,
102,5,1172.4,4664.5, 2.7,重欠点,-,,
103,5,1044.4,4667.7, 1.9,重欠点,-,,
104,5,756.5,4672.9, 2.3,重欠点,-,,
105,5,852.5,8665.3, 6.2,重欠点,-,,
106,5,799.1,8665.9, 1.5,軽欠点,-,,
見当誤差件数,0
日付,時刻,Y[m],操作,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,パラメータ6,パラメータ7,パラメータ8
2019/02/22,7:53:10,    0.7,検査範囲 変更,46.9,1299.9,540.0,0,2
2019/02/22,7:54:46,   64.5,検査範囲 変更,128.0,1209.3,540.0,0,2
2019/02/22,7:56:37,  196.8,検査開始,
2019/02/22,8:21:54, 4208.3,検査中断,
2019/02/22,8:50:44, 4256.0,検査範囲 変更,128.0,1209.3,640.0,0,2
2019/02/22,8:54:38, 4474.4,検査範囲 変更,86.4,1260.5,640.0,0,2
2019/02/22,8:55:53, 4658.1,検査開始,
2019/02/22,9:20:58, 8674.2,検査中断,
